ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6452,Sam,Merrill,SG,CLE,LAL,LAL@CLE,7:00PM EDT,11,11.8," "," "
nba.p.6514,Evan,Mobley,PF,CLE,LAL,LAL@CLE,7:00PM EDT,36,42.7," "," "
nba.p.6579,JT,Thor,PF,CLE,LAL,LAL@CLE,7:00PM EDT,10,8.2," "," "
nba.p.6746,Luke,Travers,SF,CLE,LAL,LAL@CLE,7:00PM EDT,10,0.0," "," "
nba.p.10066,Emoni,Bates,PG,CLE,LAL,LAL@CLE,7:00PM EDT,10,4.9,INJ," "
nba.p.10145,Craig,Porter Jr.,PG,CLE,LAL,LAL@CLE,7:00PM EDT,10,5.1,O," "
nba.p.10279,Jaylon,Tyson,SF,CLE,LAL,LAL@CLE,7:00PM EDT,10,3.0," "," "
nba.p.5432,Karl-Anthony,Towns,PF,NY,MIA,NY@MIA,7:30PM EDT,35,34.1," "," "
nba.p.5474,Cameron,Payne,PG,NY,MIA,NY@MIA,7:30PM EDT,14,16.5," "," "
nba.p.5836,OG,Anunoby,SG,NY,MIA,NY@MIA,7:30PM EDT,24,22.4," "," "
nba.p.5843,Josh,Hart,SF,NY,MIA,NY@MIA,7:30PM EDT,26,31.8,GTD," "
nba.p.6021,Mikal,Bridges,SF,NY,MIA,NY@MIA,7:30PM EDT,32,29.1," "," "
nba.p.6044,Jalen,Brunson,PG,NY,MIA,NY@MIA,7:30PM EDT,45,31.6," "," "
nba.p.6047,Mitchell,Robinson,C,NY,MIA,NY@MIA,7:30PM EDT,19,22.0,INJ," "
nba.p.6412,Precious,Achiuwa,C,NY,MIA,NY@MIA,7:30PM EDT,18,20.5,INJ," "
nba.p.6578,Miles,McBride,PG,NY,MIA,NY@MIA,7:30PM EDT,13,19.3," "," "
nba.p.6600,Jericho,Sims,PF,NY,MIA,NY@MIA,7:30PM EDT,11,9.0," "," "
nba.p.10129,Jacob,Toppin,SF,NY,MIA,NY@MIA,7:30PM EDT,10,0.0," "," "
nba.p.10297,Pacome,Dadiet,SG,NY,MIA,NY@MIA,7:30PM EDT,10,2.2," "," "
nba.p.10303,Kevin,McCullar Jr.,SG,NY,MIA,NY@MIA,7:30PM EDT,10,0.0,INJ," "
nba.p.10314,Tyler,Kolek,PG,NY,MIA,NY@MIA,7:30PM EDT,10,2.0," "," "
nba.p.10317,Ariel,Hukporti,C,NY,MIA,NY@MIA,7:30PM EDT,10,6.1," "," "
nba.p.4391,Kevin,Love,C,MIA,NY,NY@MIA,7:30PM EDT,15,18.9,INJ," "
nba.p.4893,Alec,Burks,SF,MIA,NY,NY@MIA,7:30PM EDT,16,9.3," "," "
nba.p.4912,Jimmy,Butler,SF,MIA,NY,NY@MIA,7:30PM EDT,40,42.1," "," "
nba.p.5476,Terry,Rozier,SG,MIA,NY,NY@MIA,7:30PM EDT,36,31.9," "," "
nba.p.5500,Josh,Richardson,PG,MIA,NY,NY@MIA,7:30PM EDT,11,18.7,INJ," "
nba.p.5827,Bam,Adebayo,C,MIA,NY,NY@MIA,7:30PM EDT,40,32.7," "," "
